Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,# trades,Taker Buy Base,Taker Buy Quote
2021-06-28 20:00:00,293.94,296.77,286.67,289.82,428591.21,2021-06-28 23:59:59,124949481.30529,231304,204233.43,59552899.1878
2021-06-29 00:00:00,289.82,298.19,289.08,294.18,592796.27,2021-06-29 03:59:59,174649818.38516,265863,293740.45,86536036.2573
2021-06-29 04:00:00,294.15,301.88,292.02,296.37,672197.22,2021-06-29 07:59:59,199383138.97073,282272,333512.27,98942604.40696
2021-06-29 08:00:00,296.38,308.81,294.16,307.51,978344.54,2021-06-29 11:59:59,295883953.56284,354803,497164.41,150396776.43601
2021-06-29 12:00:00,307.51,315.64,304.38,309.5,1420276.39,2021-06-29 15:59:59,440963958.75787,436926,676376.87,210051549.23809
2021-06-29 16:00:00,309.46,310.82,304.0,307.05,684436.92,2021-06-29 19:59:59,210619406.94881,276057,333846.35,102764520.148
2021-06-29 20:00:00,307.01,307.96,298.22,300.76,582163.88,2021-06-29 23:59:59,176345817.29871,264811,271091.8,82139375.37229
2021-06-30 00:00:00,300.76,302.88,292.66,293.94,646989.72,2021-06-30 03:59:59,192802240.33275,286979,306543.0,91381177.82254
2021-06-30 04:00:00,293.94,300.83,291.15,300.35,702288.29,2021-06-30 07:59:59,208104403.83876,300459,350487.11,103874287.73214
2021-06-30 08:00:00,300.35,300.37,289.0,293.43,804981.44,2021-06-30 11:59:59,236513309.3755,313212,389134.14,114331302.86509
2021-06-30 12:00:00,293.44,294.26,281.3,283.29,902729.85,2021-06-30 15:59:59,260156467.6446,331720,413324.74,119115030.27918
2021-06-30 16:00:00,283.25,297.3,281.37,296.51,761552.32,2021-06-30 19:59:59,220070002.76867,312899,407094.62,117650409.31237
2021-06-30 20:00:00,296.5,304.76,293.5,303.44,794876.37,2021-06-30 23:59:59,238102797.05778,315372,404678.98,121263641.4002
2021-07-01 00:00:00,303.5,303.84,291.47,291.63,571123.42,2021-07-01 03:59:59,170115884.65532,267218,262834.27,78345309.66931
2021-07-01 04:00:00,291.63,295.84,284.1,284.25,714912.94,2021-07-01 07:59:59,207246325.25786,305066,343745.7,99690211.20088
2021-07-01 08:00:00,284.31,290.28,283.38,289.77,704254.45,2021-07-01 11:59:59,201713817.82656,312173,361649.83,103617658.14424
2021-07-01 12:00:00,289.76,291.5,285.0,288.31,628367.28,2021-07-01 15:59:59,181277047.12521,286493,308024.57,88879509.26522
2021-07-01 16:00:00,288.32,289.89,280.1,283.0,634386.97,2021-07-01 19:59:59,181042852.681,279706,300106.62,85684409.08136
2021-07-01 20:00:00,283.0,289.22,282.99,287.38,329328.99,2021-07-01 23:59:59,94548816.76261,211773,165120.0,47410081.99701
2021-07-02 00:00:00,287.38,290.57,276.48,277.81,507898.25,2021-07-02 03:59:59,144254362.68792,256306,242730.43,69030045.4023
2021-07-02 04:00:00,277.81,284.44,276.7,283.09,549756.7,2021-07-02 07:59:59,153982497.85568,266558,289857.65,81210699.23631
2021-07-02 08:00:00,283.09,283.6,276.5,278.08,660137.3,2021-07-02 11:59:59,184337656.36771,284047,321853.76,89884547.88415
2021-07-02 12:00:00,278.08,284.6,275.93,284.45,644138.09,2021-07-02 15:59:59,180817387.24317,275865,331560.15,93107328.99027
2021-07-02 16:00:00,284.42,284.54,280.71,282.98,324149.76,2021-07-02 19:59:59,91602455.7976,206656,161951.86,45766703.5629
2021-07-02 20:00:00,282.97,287.75,280.42,286.83,327523.48,2021-07-02 23:59:59,93114953.16031,204421,173307.66,49270853.03837
2021-07-03 00:00:00,286.84,287.93,282.5,284.49,251859.5,2021-07-03 03:59:59,71855289.5381,177993,123618.69,35278028.9011
2021-07-03 04:00:00,284.49,295.5,283.57,293.72,450917.5,2021-07-03 07:59:59,130453828.89072,224575,239528.77,69295772.10332
2021-07-03 08:00:00,293.71,296.24,292.41,294.11,490697.04,2021-07-03 11:59:59,144253438.2171,244924,237557.5,69849509.5942
2021-07-03 12:00:00,294.1,299.26,292.81,297.33,543904.03,2021-07-03 15:59:59,160853857.81894,246961,279270.1,82589174.69314
2021-07-03 16:00:00,297.33,303.33,296.63,299.09,549260.57,2021-07-03 19:59:59,164516083.50325,223351,270910.1,81162112.58573
2021-07-03 20:00:00,299.09,301.67,294.29,298.07,413706.05,2021-07-03 23:59:59,123275129.2407,186780,186673.68,55639555.45086
2021-07-04 00:00:00,298.1,298.11,292.5,295.68,326972.42,2021-07-04 03:59:59,96504090.25452,167865,158052.83,46648492.52618
2021-07-04 04:00:00,295.67,308.86,295.43,308.1,646337.72,2021-07-04 07:59:59,196393312.1619,206644,335819.22,102001324.792
2021-07-04 08:00:00,308.12,309.12,304.0,305.85,445600.13,2021-07-04 11:59:59,136311700.74613,152115,211871.81,64817680.52002
2021-07-04 12:00:00,305.85,309.5,301.35,309.05,570373.06,2021-07-04 15:59:59,174074966.6157,262896,277173.62,84615845.80668
2021-07-04 16:00:00,309.06,313.56,306.76,312.12,625006.35,2021-07-04 19:59:59,194008159.17487,270705,314474.16,97634039.76961
2021-07-04 20:00:00,312.13,314.88,305.66,307.58,576981.42,2021-07-04 23:59:59,179290420.96066,251573,275054.91,85527649.08414
2021-07-05 00:00:00,307.59,307.6,297.24,299.8,746007.01,2021-07-05 03:59:59,225175633.93119,292573,347957.38,105035077.22857
2021-07-05 04:00:00,299.81,301.5,296.65,300.06,488541.76,2021-07-05 07:59:59,146152683.63489,242105,244611.68,73190650.13365
2021-07-05 08:00:00,300.07,305.71,292.11,293.54,807364.17,2021-07-05 11:59:59,242339001.63842,320628,390757.18,117389665.04012
2021-07-05 12:00:00,293.53,298.39,292.38,295.9,602609.14,2021-07-05 15:59:59,178330997.01324,273592,299243.24,88566516.19974
2021-07-05 16:00:00,295.9,303.33,292.77,302.48,619089.72,2021-07-05 19:59:59,184996040.83451,198638,309124.79,92389215.40317
2021-07-05 20:00:00,302.48,306.85,300.01,301.98,441659.19,2021-07-05 23:59:59,134241465.57326,158384,214976.67,65351626.13685
2021-07-06 00:00:00,302.0,306.89,301.68,304.98,355627.32,2021-07-06 03:59:59,108179536.88414,173433,176929.19,53824667.79793
2021-07-06 04:00:00,304.97,322.39,304.93,320.38,1217034.98,2021-07-06 07:59:59,385352257.87457,405965,633385.7,200422615.62972
2021-07-06 08:00:00,320.34,321.51,306.0,311.49,1305790.72,2021-07-06 11:59:59,407093034.76358,453154,608362.25,189670131.06131
2021-07-06 12:00:00,311.45,318.5,308.82,315.63,937865.45,2021-07-06 15:59:59,295581181.9226,365853,448551.47,141382676.10658
2021-07-06 16:00:00,315.63,320.71,312.02,319.06,646354.1,2021-07-06 19:59:59,204750254.40469,289101,324722.67,102890255.43077
2021-07-06 20:00:00,319.06,321.42,313.27,319.5,394780.45,2021-07-06 23:59:59,125272999.60292,214946,186826.14,59305000.51134
2021-07-07 00:00:00,319.5,329.66,318.04,328.02,819166.23,2021-07-07 03:59:59,265507900.36061,337225,415124.98,134583927.40543
2021-07-07 04:00:00,328.04,336.85,326.48,331.47,955994.49,2021-07-07 07:59:59,317488084.3365,354457,477055.7,158431171.49103
2021-07-07 08:00:00,331.47,335.25,328.04,333.11,671248.28,2021-07-07 11:59:59,222696161.41161,290928,327560.47,108701701.80018
2021-07-07 12:00:00,333.11,339.44,332.68,334.42,879606.1,2021-07-07 15:59:59,295282515.49612,337468,437532.52,146886948.81047
2021-07-07 16:00:00,334.43,338.88,331.49,337.36,468498.71,2021-07-07 19:59:59,157309252.70049,232072,232576.73,78114883.40219
2021-07-07 20:00:00,337.36,337.37,326.0,327.41,587886.1,2021-07-07 23:59:59,194938521.93664,263784,268100.84,88912448.23706
2021-07-08 00:00:00,327.43,328.27,317.0,321.76,956884.12,2021-07-08 03:59:59,308148717.70245,353450,470649.27,151573277.81738
2021-07-08 04:00:00,321.73,322.73,310.0,312.82,1037388.6,2021-07-08 07:59:59,329254687.61878,377694,484455.59,153847687.03413
2021-07-08 08:00:00,312.8,317.32,310.01,316.95,809693.93,2021-07-08 11:59:59,254309803.30595,328996,409787.13,128723104.80536
2021-07-08 12:00:00,316.95,318.36,311.51,316.06,647502.2,2021-07-08 15:59:59,203710873.7634,279313,318082.85,100096139.32577
2021-07-08 16:00:00,316.07,317.6,312.36,316.91,432844.13,2021-07-08 19:59:59,136409621.50393,229743,213708.91,67363471.24251
2021-07-08 20:00:00,316.92,317.5,304.1,309.78,609214.54,2021-07-08 23:59:59,188735314.81188,280091,278434.48,86257664.82608
2021-07-09 00:00:00,309.77,310.14,301.52,308.69,651816.19,2021-07-09 03:59:59,199073493.79585,296465,321515.24,98206159.60179
2021-07-09 04:00:00,308.72,312.96,308.02,310.27,461433.33,2021-07-09 07:59:59,143214459.86995,234440,232966.83,72317536.95993
2021-07-09 08:00:00,310.27,310.39,305.65,307.3,451476.47,2021-07-09 11:59:59,139073136.05166,232017,220030.31,67787369.72572
2021-07-09 12:00:00,307.3,316.5,305.16,315.7,725170.63,2021-07-09 15:59:59,226236768.24141,294674,370744.1,115655038.49791
2021-07-09 16:00:00,315.62,317.5,311.4,313.08,326853.47,2021-07-09 19:59:59,102662124.56011,203973,160567.78,50449258.6933
2021-07-09 20:00:00,313.08,319.36,312.13,316.86,295305.28,2021-07-09 23:59:59,93445963.98617,196116,148674.98,47043636.12567
2021-07-10 00:00:00,316.86,321.0,314.01,315.07,386051.31,2021-07-10 03:59:59,122580706.53276,219713,184686.43,58661938.63759
2021-07-10 04:00:00,315.06,315.53,310.44,313.1,365791.52,2021-07-10 07:59:59,114487405.30927,210309,170129.13,53261890.3817
2021-07-10 08:00:00,313.11,314.85,310.3,313.32,396734.31,2021-07-10 11:59:59,124238751.9425,220711,191751.75,60061451.4603
2021-07-10 12:00:00,313.32,317.17,312.0,316.5,337729.39,2021-07-10 15:59:59,106047485.26552,196733,171809.83,53963515.42142
2021-07-10 16:00:00,316.49,319.74,311.33,313.5,534886.7,2021-07-10 19:59:59,168540984.17714,242862,260206.89,82015021.10141
2021-07-10 20:00:00,313.5,317.4,311.35,316.11,250008.01,2021-07-10 23:59:59,78642751.44091,178665,130931.04,41194003.72332
2021-07-11 00:00:00,316.1,318.32,313.01,313.71,243236.35,2021-07-11 03:59:59,76902999.71077,173058,116719.15,36916493.19075
2021-07-11 04:00:00,313.71,316.37,312.0,315.78,276392.68,2021-07-11 07:59:59,86859794.05913,186868,140500.42,44159283.88812
2021-07-11 08:00:00,315.77,321.42,314.77,321.03,477897.97,2021-07-11 11:59:59,152052348.71264,224641,255952.95,81460359.87384
2021-07-11 12:00:00,321.03,325.86,319.02,324.96,622279.96,2021-07-11 15:59:59,200427395.74711,282999,310047.98,99888483.69475
2021-07-11 16:00:00,324.95,325.46,321.0,322.54,342753.83,2021-07-11 19:59:59,110813064.0226,196058,163366.7,52821607.8441
2021-07-11 20:00:00,322.55,326.72,320.0,321.8,367271.53,2021-07-11 23:59:59,118785786.12409,211108,178426.53,57723627.59927
2021-07-12 00:00:00,321.81,329.99,320.0,328.66,362438.13,2021-07-12 03:59:59,117936979.72082,218545,181234.01,58994431.76626
2021-07-12 04:00:00,328.66,333.9,326.0,331.2,548579.36,2021-07-12 07:59:59,181103716.57655,263671,270465.67,89297749.47845
2021-07-12 08:00:00,331.21,334.0,320.62,320.7,792772.09,2021-07-12 11:59:59,259150423.55256,315239,362571.18,118540951.2434
2021-07-12 12:00:00,320.71,324.24,320.18,320.88,563809.6,2021-07-12 15:59:59,181716008.34546,255474,272530.63,87852284.1002
2021-07-12 16:00:00,320.87,321.99,309.0,311.48,973807.83,2021-07-12 19:59:59,306844135.4623,361530,441704.4,139192598.08206
2021-07-12 20:00:00,311.4,317.0,308.21,315.56,480425.8,2021-07-12 23:59:59,150332382.00265,235971,243103.65,76088851.36355
2021-07-13 00:00:00,315.53,318.0,313.3,315.46,357619.89,2021-07-13 03:59:59,112842625.69215,199315,179470.8,56639319.05875
2021-07-13 04:00:00,315.46,316.32,308.0,314.36,622085.97,2021-07-13 07:59:59,194017343.83464,263472,300193.0,93625901.89025
2021-07-13 08:00:00,314.33,316.21,310.3,311.63,508093.19,2021-07-13 11:59:59,159327925.28754,232786,242873.54,76171901.43816
2021-07-13 12:00:00,311.68,312.95,305.11,311.5,715655.36,2021-07-13 15:59:59,221033788.44389,276927,339570.04,104901149.28707
2021-07-13 16:00:00,311.49,312.49,305.22,305.99,434005.74,2021-07-13 19:59:59,134148736.95547,219886,205854.89,63614251.41
2021-07-13 20:00:00,305.99,309.68,305.12,308.82,305962.5,2021-07-13 23:59:59,94097691.26714,185798,150564.36,46309316.02224
2021-07-14 00:00:00,308.82,309.36,291.04,294.34,903718.21,2021-07-14 03:59:59,270184790.55106,328396,403462.39,120563743.52963
2021-07-14 04:00:00,294.34,296.81,291.4,295.17,522009.41,2021-07-14 07:59:59,153569867.78303,249276,263098.29,77411733.0378
2021-07-14 08:00:00,295.19,306.57,290.0,303.27,996294.9,2021-07-14 11:59:59,298859087.96008,343947,493976.24,148236972.35258
2021-07-14 12:00:00,303.28,313.26,300.43,309.51,788264.82,2021-07-14 15:59:59,243246591.19954,307736,387175.45,119469624.5644
2021-07-14 16:00:00,309.51,312.47,306.6,308.38,461435.5,2021-07-14 19:59:59,142870386.04399,224052,223095.71,69095752.41683
2021-07-14 20:00:00,308.39,311.3,307.54,309.23,223419.68,2021-07-14 23:59:59,69064646.5542,164624,112273.2,34709626.1416
2021-07-15 00:00:00,309.23,314.65,305.42,306.0,506339.69,2021-07-15 03:59:59,156817677.92562,233806,238131.36,73787256.50049
2021-07-15 04:00:00,306.01,306.55,301.11,302.83,475722.1,2021-07-15 07:59:59,144333662.10296,227966,212930.83,64618679.9794
2021-07-15 08:00:00,302.84,323.98,302.62,311.9,2237673.72,2021-07-15 11:59:59,703718339.73459,621507,1113250.77,350029378.87484
2021-07-15 12:00:00,311.92,315.24,306.39,312.33,1114516.77,2021-07-15 15:59:59,346551040.86601,376933,542211.26,168645889.23879
2021-07-15 16:00:00,312.32,316.41,307.32,315.66,747499.56,2021-07-15 19:59:59,232978082.01892,277283,370624.99,115558226.68554
2021-07-15 20:00:00,315.67,321.53,312.0,315.78,601999.93,2021-07-15 23:59:59,190757290.81102,251117,293283.85,92950131.97546
2021-07-16 00:00:00,315.78,323.31,310.81,319.68,662182.23,2021-07-16 03:59:59,210437826.42601,277152,330335.61,104993781.03776
2021-07-16 04:00:00,319.7,321.67,308.7,312.46,650768.47,2021-07-16 07:59:59,204586617.87209,264696,306322.67,96342143.81469
2021-07-16 08:00:00,312.44,312.61,301.68,302.87,969991.79,2021-07-16 11:59:59,295880663.4315,345094,451027.1,137611641.83077
2021-07-16 12:00:00,302.83,311.8,302.57,311.29,888464.85,2021-07-16 15:59:59,273560262.13786,329496,447358.65,137756639.42743
2021-07-16 16:00:00,311.28,311.8,306.0,307.11,432930.55,2021-07-16 19:59:59,133887093.66293,214083,204789.69,63343818.766
2021-07-16 20:00:00,307.1,308.26,302.28,302.71,377525.02,2021-07-16 23:59:59,115057719.89775,206433,183893.51,56061129.4141
2021-07-17 00:00:00,302.7,306.4,293.7,296.6,830643.88,2021-07-17 03:59:59,248482175.88848,326673,382156.26,114360792.61389
2021-07-17 04:00:00,296.63,302.16,295.69,299.45,481507.84,2021-07-17 07:59:59,144480587.74454,222950,239313.14,71822502.47941
2021-07-17 08:00:00,299.42,305.62,295.59,298.91,813094.86,2021-07-17 11:59:59,243731741.81957,292996,408737.05,122596530.63764
2021-07-17 12:00:00,298.92,303.1,297.75,300.1,482119.38,2021-07-17 15:59:59,144764531.22745,219149,249255.24,74871523.53825
2021-07-17 16:00:00,300.11,304.0,298.8,303.09,414130.14,2021-07-17 19:59:59,124927453.12345,214491,212657.94,64170542.04965
2021-07-17 20:00:00,303.09,303.78,299.1,300.08,235759.33,2021-07-17 23:59:59,71028293.7838,164569,112329.84,33847828.6393
2021-07-18 00:00:00,300.11,308.88,299.33,305.45,529929.93,2021-07-18 03:59:59,162112184.94913,229519,268743.61,82228751.86992
2021-07-18 04:00:00,305.45,306.23,302.0,303.12,268870.95,2021-07-18 07:59:59,81672590.28554,164942,126727.24,38499908.7441
2021-07-18 08:00:00,303.17,306.21,302.7,305.6,315706.39,2021-07-18 11:59:59,96235306.1765,178723,162914.13,49662722.8225
2021-07-18 12:00:00,305.59,306.63,298.32,301.59,564346.61,2021-07-18 15:59:59,170720551.86481,240623,258216.34,78120284.34406
2021-07-18 16:00:00,301.6,305.92,300.19,303.77,372630.66,2021-07-18 19:59:59,113120775.13431,198477,191913.04,58256598.88671
2021-07-18 20:00:00,303.76,308.07,300.5,301.77,439532.94,2021-07-18 23:59:59,133552610.60722,213029,217342.59,66085630.22166
2021-07-19 00:00:00,301.78,303.46,297.0,298.7,424239.3,2021-07-19 03:59:59,127060285.9207,215037,196867.75,58975756.7366
2021-07-19 04:00:00,298.69,302.88,297.7,299.84,347441.32,2021-07-19 07:59:59,104385128.04781,185882,172383.28,51797120.35821
2021-07-19 08:00:00,299.83,300.4,295.01,295.03,468862.38,2021-07-19 11:59:59,139356789.30059,231635,208008.78,61836946.4827
2021-07-19 12:00:00,295.03,295.18,278.0,283.64,1724896.82,2021-07-19 15:59:59,490017074.36344,541403,804288.26,228364830.38006
2021-07-19 16:00:00,283.63,286.3,280.48,283.11,548633.92,2021-07-19 19:59:59,155535214.7886,239303,260806.41,73948322.09312
2021-07-19 20:00:00,283.09,283.8,279.09,280.27,327286.59,2021-07-19 23:59:59,92323967.85525,188995,152775.21,43111015.2828
2021-07-20 00:00:00,280.25,283.32,258.0,259.24,1394249.0,2021-07-20 03:59:59,375759972.40857,435429,639986.97,172557768.54329
2021-07-20 04:00:00,259.2,267.44,258.96,266.53,752823.91,2021-07-20 07:59:59,198484047.01303,285713,393034.85,103629006.39271
2021-07-20 08:00:00,266.5,266.94,253.64,263.26,1091195.54,2021-07-20 11:59:59,284412611.28118,370991,542784.0,141532375.6879
2021-07-20 12:00:00,263.27,271.73,259.09,269.29,1121706.19,2021-07-20 15:59:59,296726896.13225,363120,591458.28,156586997.84123
2021-07-20 16:00:00,269.21,271.49,264.6,268.26,487210.61,2021-07-20 19:59:59,130277532.72772,228070,235869.95,63070371.76526
2021-07-20 20:00:00,268.26,270.67,260.85,264.19,506287.85,2021-07-20 23:59:59,134581615.69471,218451,246550.83,65551973.95934
2021-07-21 00:00:00,264.19,270.76,260.6,269.43,613605.18,2021-07-21 03:59:59,163213424.0393,249711,328636.67,87477424.47404
2021-07-21 04:00:00,269.44,283.99,269.4,280.41,1091475.03,2021-07-21 07:59:59,303883908.16424,346479,556603.91,154934095.11433
2021-07-21 08:00:00,280.4,288.42,278.44,286.78,680852.58,2021-07-21 11:59:59,193093652.17865,278100,349892.89,99222262.81403
2021-07-21 12:00:00,286.77,291.44,283.2,290.91,666301.22,2021-07-21 15:59:59,191541793.49294,279661,322465.14,92735235.19402
2021-07-21 16:00:00,290.92,299.0,284.3,285.26,1377948.25,2021-07-21 19:59:59,401675483.62194,469501,675556.05,197020063.81854
2021-07-21 20:00:00,285.27,293.48,284.33,293.07,524258.59,2021-07-21 23:59:59,151100875.45752,244971,267831.43,77198972.15
2021-07-22 00:00:00,293.1,297.1,287.25,290.5,509111.46,2021-07-22 03:59:59,148374943.15524,247999,254295.75,74095580.40244
2021-07-22 04:00:00,290.51,297.61,289.0,295.45,519091.33,2021-07-22 07:59:59,152347960.85264,238287,258091.35,75774926.63759
2021-07-22 08:00:00,295.48,297.56,289.14,293.44,569941.33,2021-07-22 11:59:59,167213047.17329,247066,271675.68,79743750.78511
2021-07-22 12:00:00,293.44,297.71,289.5,296.64,527068.98,2021-07-22 15:59:59,154875040.78671,238027,262539.3,77165606.67811
2021-07-22 16:00:00,296.68,298.45,292.75,294.66,402057.25,2021-07-22 19:59:59,118559245.5634,194615,197684.03,58302330.684
2021-07-22 20:00:00,294.73,295.32,288.03,293.0,329632.65,2021-07-22 23:59:59,96256000.77542,177207,146998.34,42953075.45808
2021-07-23 00:00:00,293.01,297.87,291.64,294.97,377717.56,2021-07-23 03:59:59,111460079.57636,179517,196557.99,58012241.75076
2021-07-23 04:00:00,294.96,301.34,294.81,297.43,632654.96,2021-07-23 07:59:59,188456435.44231,236183,317825.74,94699629.25469
2021-07-23 08:00:00,297.45,297.65,289.0,289.02,553401.94,2021-07-23 11:59:59,162003260.92408,224077,264564.7,77457663.0399
2021-07-23 12:00:00,289.04,292.29,286.03,287.05,732410.89,2021-07-23 15:59:59,211839023.30183,265598,368062.48,106498545.04265
2021-07-23 16:00:00,287.07,287.28,281.05,284.1,557536.65,2021-07-23 19:59:59,158083388.26393,232365,263014.31,74568443.57082
2021-07-23 20:00:00,284.11,299.32,283.76,299.27,645218.29,2021-07-23 23:59:59,188231764.14085,252198,341942.37,99759996.10575
2021-07-24 00:00:00,299.32,300.38,295.66,299.75,441038.37,2021-07-24 03:59:59,131530537.27115,208264,216777.86,64672083.06393
2021-07-24 04:00:00,299.74,305.36,299.63,302.45,471675.71,2021-07-24 07:59:59,142646434.19359,211922,240947.65,72870469.48037
2021-07-24 08:00:00,302.45,304.0,300.13,302.81,396727.9,2021-07-24 11:59:59,119860911.5425,184280,196721.69,59443793.5218
2021-07-24 12:00:00,302.82,304.5,301.11,302.22,345696.83,2021-07-24 15:59:59,104718028.0297,171324,163721.0,49604595.7892
2021-07-24 16:00:00,302.21,307.92,297.0,297.71,595843.69,2021-07-24 19:59:59,180816452.19953,244668,275097.41,83536856.25127
2021-07-24 20:00:00,297.78,301.73,295.4,301.47,359957.46,2021-07-24 23:59:59,107419236.53516,180975,173316.49,51733192.3305
2021-07-25 00:00:00,301.46,303.47,295.67,298.23,373538.95,2021-07-25 03:59:59,111770191.0435,197611,175992.32,52681444.75938
2021-07-25 04:00:00,298.22,303.92,297.71,302.23,338901.66,2021-07-25 07:59:59,101965523.32504,173316,169364.49,50955965.97444
2021-07-25 08:00:00,302.24,303.54,298.76,300.08,346430.01,2021-07-25 11:59:59,104303317.42807,177615,167484.59,50426522.8227
2021-07-25 12:00:00,300.1,300.16,292.2,295.97,503759.74,2021-07-25 15:59:59,149168140.39643,231684,236907.78,70157266.44
2021-07-25 16:00:00,295.96,299.3,294.6,298.08,282836.72,2021-07-25 19:59:59,84063946.5793,170406,129847.92,38597425.2859
2021-07-25 20:00:00,298.08,302.5,297.0,302.17,249685.95,2021-07-25 23:59:59,74851835.50777,154260,127776.08,38313764.29077
2021-07-26 00:00:00,302.17,329.05,301.65,322.45,1521881.8,2021-07-26 03:59:59,482342924.84564,503795,780664.16,247466900.78125
2021-07-26 04:00:00,322.45,325.83,313.38,317.69,832519.48,2021-07-26 07:59:59,267151589.06016,289723,392560.42,125983074.4694
2021-07-26 08:00:00,317.7,320.58,314.5,318.86,467187.32,2021-07-26 11:59:59,148581148.91619,209421,231566.36,73650687.91659
2021-07-26 12:00:00,318.85,321.27,314.3,318.35,511545.92,2021-07-26 15:59:59,162700632.7033,220550,246511.13,78427177.1122
2021-07-26 16:00:00,318.32,324.86,316.12,317.5,673599.85,2021-07-26 19:59:59,215383297.0279,279384,307903.73,98468241.844
2021-07-26 20:00:00,317.49,318.04,300.62,303.8,1065545.15,2021-07-26 23:59:59,327555864.3386,392959,495527.92,152318974.48941
2021-07-27 00:00:00,303.79,307.69,297.32,301.01,642232.93,2021-07-27 03:59:59,194028470.20102,274346,298720.31,90286477.41241
2021-07-27 04:00:00,301.01,306.1,300.04,304.0,452450.8,2021-07-27 07:59:59,137264729.06894,216505,225091.34,68299648.61604
2021-07-27 08:00:00,303.99,315.73,302.68,315.18,497957.44,2021-07-27 11:59:59,153702564.5991,220472,262602.74,81064327.4983
2021-07-27 12:00:00,315.18,318.28,310.38,312.62,787681.05,2021-07-27 15:59:59,247781684.4857,293505,360782.43,113525724.9399
2021-07-27 16:00:00,312.62,313.95,303.4,306.0,569700.82,2021-07-27 19:59:59,174968713.12474,240703,268939.8,82593008.451
2021-07-27 20:00:00,306.05,314.4,306.0,313.24,471025.65,2021-07-27 23:59:59,146318260.96336,209886,244719.84,76041210.23466
2021-07-28 00:00:00,313.21,316.6,308.54,311.32,564537.82,2021-07-28 03:59:59,176592835.4732,228294,260291.53,81441523.3126
2021-07-28 04:00:00,311.31,315.63,308.0,314.21,381325.48,2021-07-28 07:59:59,118945606.6802,201260,181409.86,56614116.6084
2021-07-28 08:00:00,314.22,318.73,311.5,317.14,577661.47,2021-07-28 11:59:59,182235805.3845,244264,282259.61,89061206.4417
2021-07-28 12:00:00,317.14,317.46,311.48,314.04,387555.26,2021-07-28 15:59:59,121513218.482,194587,180188.51,56497533.4288
2021-07-28 16:00:00,314.04,317.67,307.31,314.5,619448.73,2021-07-28 19:59:59,194197474.9426,258761,299687.86,94051579.524
2021-07-28 20:00:00,314.49,314.67,311.21,313.67,275354.79,2021-07-28 23:59:59,86111087.3215,162940,130449.03,40798587.1452
2021-07-29 00:00:00,313.66,314.0,308.05,310.06,355347.61,2021-07-29 03:59:59,110542128.5752,183428,160509.54,49956143.728
2021-07-29 04:00:00,310.06,315.87,309.0,313.38,356928.25,2021-07-29 07:59:59,111950070.2015,166271,180861.35,56748102.6435
2021-07-29 08:00:00,313.39,316.21,310.0,311.42,438141.9,2021-07-29 11:59:59,137433528.3353,192038,201292.98,63189727.3113
2021-07-29 12:00:00,311.43,315.55,310.5,314.3,395001.87,2021-07-29 15:59:59,123898655.4189,185809,208711.41,65490141.8491
2021-07-29 16:00:00,314.29,315.49,312.2,313.13,249557.16,2021-07-29 19:59:59,78316192.2296,140153,118543.14,37211966.8669
2021-07-29 20:00:00,313.14,320.53,312.64,317.15,412968.67,2021-07-29 23:59:59,130632277.25189,181329,213154.02,67434379.77969
2021-07-30 00:00:00,317.12,326.0,315.0,321.71,484049.69,2021-07-30 03:59:59,155274064.5155,201386,248236.16,79657946.6697
2021-07-30 04:00:00,321.74,322.5,318.2,319.0,268066.24,2021-07-30 07:59:59,85799496.5032,153152,125710.81,40238944.7807
2021-07-30 08:00:00,319.01,319.16,306.0,309.22,729990.77,2021-07-30 11:59:59,226840373.3586,272237,324878.3,100922542.8947
2021-07-30 12:00:00,309.22,311.78,307.99,311.66,331896.58,2021-07-30 15:59:59,102809126.9466,176263,162192.28,50248493.7499
2021-07-30 16:00:00,311.66,314.64,310.24,314.37,250363.54,2021-07-30 19:59:59,78084950.28476,137963,128316.48,40033939.65496
2021-07-30 20:00:00,314.38,323.11,313.84,322.78,644928.17,2021-07-30 23:59:59,205691028.08019,249252,330900.58,105568382.48909
2021-07-31 00:00:00,322.81,324.55,320.39,322.76,404506.05,2021-07-31 03:59:59,130480356.5713,189872,206526.77,66632891.766
2021-07-31 04:00:00,322.76,323.55,317.34,320.14,291438.64,2021-07-31 07:59:59,93271711.8957,153139,147886.36,47327711.2233
2021-07-31 08:00:00,320.14,338.0,319.61,332.12,834362.93,2021-07-31 11:59:59,275484238.06037,307823,435196.4,143667782.81217
2021-07-31 12:00:00,332.11,332.55,326.48,329.65,525967.23,2021-07-31 15:59:59,173357982.78912,207993,263822.11,86976168.7168
2021-07-31 16:00:00,329.61,332.3,326.69,330.86,292538.64,2021-07-31 19:59:59,96442258.8259,156987,141725.84,46732321.8899
2021-07-31 20:00:00,330.85,338.81,329.84,332.5,414388.25,2021-07-31 23:59:59,138908947.41175,197307,208161.32,69806568.36435
2021-08-01 00:00:00,332.5,348.15,330.6,346.81,610631.29,2021-08-01 03:59:59,207361382.21959,244724,322825.59,109676344.93209
2021-08-01 04:00:00,346.8,347.5,340.49,341.77,448550.82,2021-08-01 07:59:59,154169880.3478,194340,221257.69,76055653.4993
2021-08-01 08:00:00,341.78,345.0,336.77,340.15,415299.19,2021-08-01 11:59:59,141617281.41118,186366,199543.24,68061792.4501
