Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,# trades,Taker Buy Base,Taker Buy Quote
2021-01-08 16:00:00,42.426,42.822,41.545,41.818,683188.01,2021-01-08 19:59:59,28818663.40774,58718,333450.29,14062404.21468
2021-01-08 20:00:00,41.817,42.52,41.011,42.394,680182.15,2021-01-08 23:59:59,28389432.45627,61595,324316.69,13528354.55632
2021-01-09 00:00:00,42.403,43.197,42.0,42.959,607452.15,2021-01-09 03:59:59,25805022.82664,54682,282243.46,11988124.29093
2021-01-09 04:00:00,42.934,42.965,41.52,41.923,463515.31,2021-01-09 07:59:59,19520368.11737,49061,219599.36,9245646.32237
2021-01-09 08:00:00,41.93,43.0,41.71,42.766,476776.19,2021-01-09 11:59:59,20153883.40357,46096,246298.94,10411728.42518
2021-01-09 12:00:00,42.775,43.3,42.337,42.928,421903.16,2021-01-09 15:59:59,18085573.95669,44004,205031.96,8793090.06771
2021-01-09 16:00:00,42.922,43.967,42.561,43.799,608433.19,2021-01-09 19:59:59,26342732.60785,56851,273791.47,11852779.9493
2021-01-09 20:00:00,43.8,44.301,43.35,43.907,470817.77,2021-01-09 23:59:59,20659911.11612,46742,215108.92,9443139.25494
2021-01-10 00:00:00,43.911,45.2,43.911,43.998,594683.17,2021-01-10 03:59:59,26480014.56331,62617,283010.7,12608147.83817
2021-01-10 04:00:00,44.008,44.529,43.595,44.436,526979.69,2021-01-10 07:59:59,23296612.35519,48662,213473.6,9440256.34791
2021-01-10 08:00:00,44.463,44.807,42.388,42.571,862473.97,2021-01-10 11:59:59,37627672.79738,85360,386675.65,16871777.2752
2021-01-10 12:00:00,42.584,43.709,42.216,43.6,689593.56,2021-01-10 15:59:59,29745569.76984,71712,321341.45,13869878.05
2021-01-10 16:00:00,43.6,43.721,41.725,42.082,846624.64,2021-01-10 19:59:59,36120721.00122,78821,373960.85,15952222.41196
2021-01-10 20:00:00,42.083,42.71,39.786,42.399,917805.73,2021-01-10 23:59:59,38209648.61468,83181,416438.41,17364412.38085
2021-01-11 00:00:00,42.394,42.464,36.8,39.52,1619961.08,2021-01-11 03:59:59,65024555.79031,120546,708667.71,28466814.69398
2021-01-11 04:00:00,39.49,40.236,37.839,39.278,1425309.5,2021-01-11 07:59:59,55753715.43323,113254,679108.26,26566934.32999
2021-01-11 08:00:00,39.279,40.26,38.409,38.519,756078.5,2021-01-11 11:59:59,29924529.29065,72678,341578.72,13524319.32723
2021-01-11 12:00:00,38.509,39.1,36.2,36.457,1359333.47,2021-01-11 15:59:59,51228335.62549,114692,628570.77,23694822.06097
